Historic Time,Region,value
1917,REF,11966375.364401685
1917,SSA,465937.0311674065
1917,USA,12107325.400589593
1918,CAZ,1473160.9507508494
1918,CHA,1526365.7350466957
1918,EUR,16935100.278528143
1918,IND,677256.3520245912
1918,JPN,6705606.33244027
1918,LAM,1121226.2471441703
1918,MEA,55533.941717934984
1918,NEU,321722.0451479707
1918,OAS,244158.9444045148
1918,REF,11232604.057153989
1918,SSA,433327.7621660044
1918,USA,11258868.041080583
1919,CAZ,1103745.176462333
1919,CHA,1145894.872268568
1919,EUR,12683700.531738965
1919,IND,512047.67085501546
1919,JPN,4991824.608892062
1919,LAM,841804.0869466807
1919,MEA,41524.03225677146
1919,NEU,241273.92051386758
1919,OAS,183100.95858159522
1919,REF,8486518.84614313
1919,SSA,324321.01132035966
1919,USA,8425767.251987929
1920,CAZ,1352304.951717664
1920,CHA,1406812.9237871557
1920,EUR,15534154.753106259
1920,IND,633153.5637320636
1920,JPN,6075535.143367311
1920,LAM,1033557.8868475556
1920,MEA,50769.825687770244
1920,NEU,295894.0353058773
1920,OAS,224545.63735147432
1920,REF,10486207.432425901
1920,SSA,396926.1833916878
1920,USA,10310961.547212224
1921,CAZ,833376.1422685834
1921,CHA,868775.0002315112
1921,EUR,9569428.200134054
1921,IND,393843.58126702264
1921,JPN,3718632.6693414445
1921,LAM,638320.1970834873
1921,MEA,31221.194803834747
1921,NEU,182529.06072211196
1921,OAS,138512.3035184555
1921,REF,6518110.728400848
1921,SSA,244339.39856216512
1921,USA,6346536.931685869
1922,CAZ,1253712.7093737766
1922,CHA,1309749.4185026581
1922,EUR,14390333.426767647
1922,IND,598116.5518365564
1922,JPN,5554965.926735524
1922,LAM,962394.0530673831
1922,MEA,46866.23931408451
1922,NEU,274870.45301525295
1922,OAS,208579.70664937177
1922,REF,9891694.904322881
1922,SSA,367160.4125700409
1922,USA,9535684.05536757
1923,CAZ,1409995.9905484798
1923,CHA,1476223.1898051861
1923,EUR,16177612.552128732
1923,IND,679155.0554277605
1923,JPN,6202216.082103272
1923,LAM,1084802.8912878453
1923,MEA,52590.68667859283
1923,NEU,309454.6439964754
1923,OAS,234816.38120765606
1923,REF,11223778.895105164
1923,SSA,412447.512950339
1923,USA,10710657.687512975
1924,CAZ,1396723.402407829
1924,CHA,1465578.8928061016
1924,EUR,16018666.246913888
1924,IND,679335.5822525007
1924,JPN,6097965.007772443
1924,LAM,1077067.1358767461
1924,MEA,51976.20176785434
1924,NEU,306866.1639066028
1924,OAS,232845.31530245216
1924,REF,11218586.236449357
1924,SSA,408076.27602579456
1924,USA,10595926.751410903
1925,CAZ,1589023.8979809063
1925,CHA,1671149.2679504848
1925,EUR,18216346.018951237
1925,IND,780527.8313527887
1925,JPN,6884071.412840376
1925,LAM,1228242.9103648574
1925,MEA,58993.065711482275
1925,NEU,349493.59802656475
1925,OAS,265182.3115115465
1925,REF,12880243.731384948
1925,SSA,463690.4281811781
1925,USA,12038559.724142259
1926,CAZ,1621680.0248376983
1926,CHA,1709456.6871947728
1926,EUR,18582589.610246643
1926,IND,804581.073730842
1926,JPN,6969637.077332616
1926,LAM,1256502.2851913522
1926,MEA,60059.85204066896
1926,NEU,357071.57559600443
1926,OAS,270923.786445367
1926,REF,13267396.95379284
1926,SSA,472623.97762499354
1926,USA,12269010.764202198
1927,CAZ,1745644.4462250287
1927,CHA,1844504.404783973
1927,EUR,19994117.769028842
1927,IND,874926.1424180081
1927,JPN,7440717.909311576
1927,LAM,1355881.5967877735
1927,MEA,64490.3042379753
1927,NEU,384803.25262329023
1927,OAS,291955.60254020325
1927,REF,14416698.513620298
1927,SSA,508094.8850623615
1927,USA,13188170.467155991
1928,CAZ,1862611.0275111524
1928,CHA,1972880.077901205
1928,EUR,21324014.99586277
1928,IND,943223.6352472686
1928,JPN,7871784.917372059
1928,LAM,1450375.3067086246
1928,MEA,68635.7080401284
1928,NEU,411064.40930271277
1928,OAS,311870.1867857028
1928,REF,15530516.018865734
1928,SSA,541420.4276783133
1928,USA,14051373.375765672
1929,CAZ,2019518.7807532873
1929,CHA,2144398.4854082293
1929,EUR,23109461.781263627
1929,IND,1033439.3232380649
1929,JPN,8459845.137492722
1929,LAM,1576607.6054068473
1929,MEA,74222.16826645625
1929,NEU,446223.8076632277
1929,OAS,338534.00366295106
1929,REF,17003222.715939805
1929,SSA,586230.1853534682
1929,USA,15212308.701963097
1930,CAZ,1569427.1100233262
1930,CHA,1670718.012219725
1930,EUR,17950343.85866394
1930,IND,811693.9299499814
1930,JPN,6514538.312241053
1930,LAM,1228458.5164681557
1930,MEA,57524.360298702566
1930,NEU,347196.9961399565
1930,OAS,263396.9573470172
1930,REF,13344793.437453454
1930,SSA,454938.79825124796
1930,USA,11803779.440984786
1931,CAZ,1133641.8113163433
1931,CHA,1209953.0152106723
1931,EUR,12959597.335282357
1931,IND,592669.2797215807
1931,JPN,4661260.22650146
1931,LAM,889745.6775713832
1931,MEA,41435.928747314414
1931,NEU,251104.18338324432
1931,OAS,190490.63305703067
1931,REF,9736514.260739865
1931,SSA,328142.34605912503
1931,USA,8512748.679919733
1932,CAZ,814901.1120622535
1932,CHA,872078.1293464008
1932,EUR,9311050.990912486
1932,IND,430725.10387753753
1932,JPN,3317923.5570866177
1932,LAM,641347.8850127814
1932,MEA,29700.30054074051
1932,NEU,180734.1048641042
1932,OAS,137102.16286667518
1932,REF,7070677.361655042
1932,SSA,235531.1025918645
1932,USA,6109327.555430057
1933,CAZ,1078346.9523346254
1933,CHA,1157164.2765368118
1933,EUR,12314713.688380422
1933,IND,576352.0297714461
1933,JPN,4346045.156621283
1933,LAM,851089.1604836546
1933,MEA,39186.06657632008
1933,NEU,239477.7597456278
1933,OAS,181657.57733778298
1933,REF,9454022.157936929
1933,SSA,311200.563496144
1933,USA,8070886.485690981
1934,CAZ,1288990.3354656629
1934,CHA,1387079.6888417632
1934,EUR,14712317.33700702
1934,IND,696771.6073281504
1934,JPN,5140324.453173067
1934,LAM,1020291.1760746874
1934,MEA,46698.27394107336
1934,NEU,286643.91411233315
1934,OAS,217427.66458129245
1934,REF,11420506.782896617
1934,SSA,371407.6070804055
1934,USA,9630867.255046206
1935,CAZ,1535098.9125357335
1935,CHA,1656661.17199756
1935,EUR,17511636.853242006
1935,IND,839398.6237639922
1935,JPN,6054846.421728902
1935,LAM,1218709.020857596
1935,MEA,55440.16282207878
1935,NEU,341846.65711836796
1935,OAS,259290.58610027042
1935,REF,13747619.381364888
1935,SSA,441607.752537811
1935,USA,11449405.97808432
1936,CAZ,1890997.3980578855
1936,CHA,2046752.4736188822
1936,EUR,21559233.396703545
1936,IND,1046154.547080958
1936,JPN,7373833.66056352
1936,LAM,1505831.0161249235
1936,MEA,68072.70937083029
1936,NEU,421700.34311350266
1936,OAS,319846.9983730917
1936,REF,17120544.35642222
1936,SSA,543087.0686828258
1936,USA,14078138.031734144
1937,CAZ,2035257.9290813627
1937,CHA,2209548.8656529486
1937,EUR,23190311.70948657
1937,IND,1139414.4136137594
1937,JPN,7842513.755663193
1937,LAM,1625773.7531047484
1937,MEA,73021.45197909663
1937,NEU,454534.9974433161
1937,OAS,344737.18101483356
1937,REF,18632196.264732067
1937,SSA,583517.9879140335
1937,USA,15123670.890329473
1938,CAZ,1626158.5241596957
1938,CHA,1770886.699129657
1938,EUR,18517705.760662124
1938,IND,921444.6963662338
1938,JPN,6188949.412873268
1938,LAM,1303148.447797317
1938,MEA,58142.742647966
1938,NEU,363716.5781096124
1938,OAS,275845.50460124214
1938,REF,15056026.256812572
1938,SSA,465404.9248092112
1938,USA,12060318.195587505
1939,CAZ,1997314.2712849614
1939,CHA,2181993.065706528
1939,EUR,22730026.910656147
1939,IND,1145740.714725015
1939,JPN,7503938.997620423
1939,LAM,1605847.0177939828
1939,MEA,71159.19510463266
1939,NEU,447421.8553924586
1939,OAS,339313.82080073934
1939,REF,18706144.956102315
1939,SSA,570589.4786091588
1939,USA,14783384.164498221
1940,CAZ,2018080.4009328203
1940,CHA,2211878.3280597627
1940,EUR,22951600.129593205
1940,IND,1172206.3686159796
1940,JPN,7480408.664213413
1940,LAM,1628024.1135246982
1940,MEA,71634.61299524012
1940,NEU,452792.0897187411
1940,OAS,343371.48985370545
1940,REF,19123042.178171933
1940,SSA,575439.7862499631
1940,USA,14906293.333027212
1941,CAZ,2174484.20464659
1941,CHA,2391294.543905655
1941,EUR,24714000.34434252
1941,IND,1279211.9460105072
1941,JPN,7947403.541112132
1941,LAM,1760283.4909187239
1941,MEA,76892.8036005709
1941,NEU,488681.64347280667
1941,OAS,370571.45246981835
1941,REF,20852035.27887855
1941,SSA,618835.6557570572
1941,USA,16027360.476981252
1942,CAZ,2108007.608680124
1942,CHA,2326177.5202711374
1942,EUR,23942096.04436813
1942,IND,1256252.677192839
1942,JPN,7591767.481423327
1942,LAM,1712551.058371318
1942,MEA,74248.70229775179
1942,NEU,474539.1388067377
1942,OAS,359830.4967594283
1942,REF,20461338.866286214
1942,SSA,598716.4251123795
1942,USA,15503217.028185077
1943,CAZ,2187872.642622192
1943,CHA,2422858.5959556703
1943,EUR,24831657.840296943
1943,IND,1321132.8565213121
1943,JPN,7758782.300323364
1943,LAM,1783943.535702995
1943,MEA,76747.66443928014
1943,NEU,493370.9903371339
1943,OAS,374092.4808730752
1943,REF,21500704.61432222
1943,SSA,620114.4442781431
1943,USA,16054005.27852317
1944,CAZ,2040219.9795354705
1944,CHA,2267574.814420448
1944,EUR,23138988.51995191
1944,IND,1248605.934138973
1944,JPN,7119111.947802798
1944,LAM,1669814.7696956405
1944,MEA,71266.00789086806
1944,NEU,460895.9214939574
1944,OAS,349451.64661757747
1944,REF,20303867.807423614
1944,SSA,577028.1655533434
1944,USA,14935378.047518795
1945,CAZ,1501805.312655697
1945,CHA,1675413.3624929162
1945,EUR,17019791.08527319
1945,IND,931737.7869800864
1945,JPN,5152182.651861793
1945,LAM,1233910.3547806211
1945,MEA,52229.23748534052
1945,NEU,339889.2471694491
1945,OAS,257691.3861986975
1945,REF,15138829.228943208
1945,SSA,423810.451216136
1945,USA,10967183.175511286
1946,CAZ,1457898.289063672
1946,CHA,1632699.879692236
1946,EUR,16509351.585192537
1946,IND,917170.949556117
1946,JPN,4913120.005772769
1946,LAM,1202608.661914355
1946,MEA,50471.982993643156
1946,NEU,330577.7795282976
1946,OAS,250618.86080063603
1946,REF,14889909.857310697
1946,SSA,410477.50465958647
1946,USA,10619728.21946599
1947,CAZ,1747416.117050002
1947,CHA,1964696.3774545079
1947,EUR,19771961.209649906
1947,IND,1115006.6962433555
1947,JPN,5779255.040001023
1947,LAM,1447342.0124517367
1947,MEA,60209.7639647518
1947,NEU,397000.72804428905
1947,OAS,300959.7047853721
1947,REF,18086745.67319275
1947,SSA,490825.2020261328
1947,USA,12695437.459509937
1948,CAZ,1962012.2275592678
1948,CHA,2214992.1150146765
1948,EUR,22181635.276401524
1948,IND,1270164.4739768307
1948,JPN,6361813.545186876
1948,LAM,1631951.1159454298
1948,MEA,67272.82188933
1948,NEU,446655.14905576647
1948,OAS,338583.3974666014
1948,REF,20586478.342146695
1948,SSA,549747.0657027174
1948,USA,14215968.602664277
1949,CAZ,1986997.4843244983
1949,CHA,2252645.7926995703
1949,EUR,22444749.966460235
1949,IND,1305436.8925048655
1949,JPN,6309571.429708506
1949,LAM,1659925.6770834597
1949,MEA,67782.51740594525
1949,NEU,453285.7655232028
1949,OAS,343590.3333793968
1949,REF,21140490.93607868
1949,SSA,555327.8133137436
1949,USA,14356592.723478578
1950,CAZ,2338243.7605311875
1950,CHA,2662359.7627826184
1950,EUR,26388780.03986845
1950,IND,1559467.1836022073
1950,JPN,7262592.43920142
1950,LAM,1962116.7563370736
1950,MEA,79341.88080349371
1950,NEU,534562.5728898552
1950,OAS,405174.5795795161
1950,REF,25233090.406491138
1950,SSA,651764.5379434625
1950,USA,16845214.174981836
1951,CAZ,2530840.0359579213
1951,CHA,2894555.8113635886
1951,EUR,28535929.478724185
1951,IND,1714001.647325359
1951,JPN,7678787.941435849
1951,LAM,2133556.0948998495
1951,MEA,85403.16800376815
1951,NEU,579880.9484056057
1951,OAS,439497.568085824
1951,REF,27710117.431026217
1951,SSA,703509.5015896069
1951,USA,18177526.345383894
1952,CAZ,2491349.5829032357
1952,CHA,2862555.518259565
1952,EUR,28063686.282911506
1952,IND,1713871.862699793
1952,JPN,7373259.144647832
1952,LAM,2110288.42609115
1952,MEA,83586.98433214016
1952,NEU,572146.4219577265
1952,OAS,433608.6993027107
1952,REF,27684475.534826465
1952,SSA,690553.1774516931
1952,USA,17837574.032821238
1953,CAZ,2714031.3617483033
1953,CHA,3133292.0813845843
1953,EUR,30541592.726961803
1953,IND,1897133.385753556
1953,JPN,7822460.522346992
1953,LAM,2310235.9621295226
1953,MEA,90511.75966020748
1953,NEU,624770.421762973
1953,OAS,473460.2855909507
1953,REF,30618542.462767888
1953,SSA,750040.1475882272
1953,USA,19368300.70786542
1954,CAZ,2538776.048244092
1954,CHA,2945405.947224558
1954,EUR,28539812.16632305
1954,IND,1803824.7328385646
1954,JPN,7113610.37409191
1954,LAM,2172051.1725279866
1954,MEA,84136.58869990257
1954,NEU,585867.8071573259
1954,OAS,443950.0521195117
1954,REF,29087576.20253325
1954,SSA,699436.2809539395
1954,USA,18055837.93867533
1955,CAZ,3004828.204407264
1955,CHA,3503858.617353336
1955,EUR,33742587.42201524
1955,IND,2170850.3188408003
1955,JPN,8169044.044643975
1955,LAM,2584299.5696816854
1955,MEA,98929.72181771167
1955,NEU,695189.2870178387
1955,OAS,526754.1556333445
1955,REF,34975784.44142721
1955,SSA,825165.5807415373
1955,USA,21294468.955516808
1956,CAZ,3094129.35580932
1956,CHA,3626992.345601245
1956,EUR,34706454.36749838
1956,IND,2273779.808262137
1956,JPN,8143783.641853076
1956,LAM,2675570.1713463557
1956,MEA,101171.88455525355
1956,NEU,717745.9239657815
1956,OAS,543807.3203247439
1956,REF,36602284.71118759
1956,SSA,846832.5915391683
1956,USA,21846043.181855816
1957,CAZ,3129480.8143558064
1957,CHA,3688423.084028518
1957,EUR,35062023.43209919
1957,IND,2340172.076399892
1957,JPN,7954835.19672934
1957,LAM,2721359.9467341453
1957,MEA,101593.51552578004
1957,NEU,727941.2901045097
1957,OAS,551491.7542895387
1957,REF,37638090.86233302
1957,SSA,853502.9526108246
1957,USA,22010128.68932118
1958,CAZ,2875794.907621775
1958,CHA,3408551.399792671
1958,EUR,32180594.942895867
1958,IND,2189130.494028383
1958,JPN,7040229.692573641
1958,LAM,2515317.858473279
1958,MEA,92655.57721997079
1958,NEU,670840.3380266527
1958,OAS,508193.46605205047
1958,REF,35177844.71619385
1958,SSA,781440.6000107013
1958,USA,20144112.810944647
1959,CAZ,3139284.0659916736
1959,CHA,3742603.405036051
1959,EUR,35084511.9210241
1959,IND,2433674.711688178
1959,JPN,7378472.060838811
1959,LAM,2762338.6716031604
1959,MEA,100346.06758797013
1959,NEU,734475.1885188529
1959,OAS,556356.4139512859
1959,REF,39072900.31056667
1959,SSA,849769.2103390753
1959,USA,21896741.621564757
1960,CAZ,3482778.081953093
1960,CHA,4177273.077129927
1960,EUR,38871828.48665136
1960,IND,2750828.6279891287
1960,JPN,7830879.9577351
1960,LAM,3083745.251616921
1960,MEA,110401.51806542098
1960,NEU,817350.7951048343
1960,OAS,619083.572679422
1960,REF,44125530.34085819
1960,SSA,938967.0138856848
1960,USA,24185008.102193955
1961,CAZ,3456529.3759487034
1961,CHA,4171853.3390056873
1961,EUR,38525456.67973485
1961,IND,2782785.0636997316
1961,JPN,7404215.1769309165
1961,LAM,3080347.4543586373
1961,MEA,108612.1307728833
1961,NEU,813791.4524017603
1961,OAS,616335.843710854
1961,REF,44598173.10160838
1961,SSA,927972.5811115453
1961,USA,23891246.427979406
1962,CAZ,3465708.8459403925
1962,CHA,4210232.206246064
1962,EUR,38571828.64531476
1962,IND,2845363.6820266824
1962,JPN,7038790.246978443
1962,LAM,3109312.86823914
1962,MEA,107897.82924554663
1962,NEU,818676.8195176938
1962,OAS,619981.7715982631
1962,REF,45560018.39201256
1962,SSA,926333.4111291276
1962,USA,23837918.66648984
1963,CAZ,3642355.041671324
1963,CHA,4454828.626608408
1963,EUR,40476346.70533528
1963,IND,3051042.489647704
1963,JPN,6974347.80222306
1963,LAM,3290636.1039174865
1963,MEA,112295.34927965893
1963,NEU,863398.3977191638
1963,OAS,653790.0786102631
1963,REF,48809093.607138164
1963,SSA,969038.5772006543
1963,USA,24924595.662677303
1964,CAZ,3984845.1408568756
1964,CHA,4908073.422435113
1964,EUR,44211928.891613334
1964,IND,3407388.653785639
1964,JPN,7145493.7786350595
1964,LAM,3626212.941633994
1964,MEA,121592.4685556745
1964,NEU,948012.1350097524
1964,OAS,717794.4438312781
1964,REF,54460070.329368934
1964,SSA,1054992.592357209
1964,USA,27121284.424869645
1965,CAZ,4076659.0123662343
1965,CHA,5057991.615515463
1965,EUR,45155132.31665137
1965,IND,3560356.9897263404
1965,JPN,6790575.200271325
1965,LAM,3737806.4695136463
1965,MEA,123041.1653133082
1965,NEU,973530.499866014
1965,OAS,737043.6697022904
1965,REF,56852785.18425583
1965,SSA,1073763.9313312396
1965,USA,27588627.463039383
1966,CAZ,4142964.173040307
1966,CHA,5179525.329742901
1966,EUR,45809098.742934704
1966,IND,3697647.0511539644
1966,JPN,6347114.792097941
1966,LAM,3828497.180846741
1966,MEA,123600.04704766432
1966,NEU,993283.0092588527
1966,OAS,751921.287935839
1966,REF,58990617.65574744
1966,SSA,1085325.7179989563
1966,USA,27869376.51616001
1967,CAZ,4250817.115270926
1967,CHA,5356678.671128602
1967,EUR,46914928.583182715
1967,IND,3879451.69672277
1967,JPN,5915443.553217018
1967,LAM,3960381.317434453
1967,MEA,125263.4064083417
1967,NEU,1023363.5617762879
1967,OAS,774610.146723703
1967,REF,61833626.87979998
1967,SSA,1107219.0485294424
1967,USA,28413886.942280136
1968,CAZ,4415647.06611819
1968,CHA,5610613.608903583
1968,EUR,48639387.396098934
1968,IND,4123326.860702851
1968,JPN,5492787.709907991
1968,LAM,4149142.5280853296
1968,MEA,128422.7805508134
1968,NEU,1067658.183492353
1968,OAS,808048.3497614196
1968,REF,65659351.66410912
1968,SSA,1143204.444579718
1968,USA,29317940.696791664
1969,CAZ,4665520.926021317
1969,CHA,5979534.285902671
1969,EUR,51286430.37984501
1969,IND,4460619.726007323
1969,JPN,5078206.926304207
1969,LAM,4423088.939999842
1969,MEA,133801.09446434618
1969,NEU,1133206.7999160113
1969,OAS,857559.1050543744
1969,REF,70963664.12372443
1969,SSA,1200166.3195886882
1969,USA,30757017.135822013
1970,CAZ,4979733.027720254
1970,CHA,6578246.254252119
1970,EUR,51889227.16676506
1970,IND,4258571.042407466
1970,JPN,4769290.572383039
1970,LAM,4731839.720516206
1970,MEA,128464.14484704143
1970,NEU,1171470.7120712632
1970,OAS,957916.1214963322
1970,REF,74287015.52223843
1970,SSA,1213103.912259859
1970,USA,27666125.29377382
1971,CAZ,4775925.944640836
1971,CHA,7543350.064738177
1971,EUR,49208455.04953647
1971,IND,4129239.679984259
1971,JPN,3578345.5665507256
1971,LAM,4885751.962882673
1971,MEA,122592.40160781937
1971,NEU,1170899.1025617989
1971,OAS,1020044.3994019101
1971,REF,77061526.47139992
1971,SSA,1218428.6972081836
1971,USA,24450481.227017224
1972,CAZ,4846355.232862741
1972,CHA,8113694.935812737
1972,EUR,51207050.26703738
1972,IND,4628338.639728859
1972,JPN,2878779.7067299946
1972,LAM,5373618.236570164
1972,MEA,131726.2361519033
1972,NEU,1309808.9172969405
1972,OAS,1117163.5382844687
1972,REF,79942633.1655906
1972,SSA,1280362.4488119422
1972,USA,26067505.745907906
1973,CAZ,5332839.084542691
1973,CHA,8990746.574343638
1973,EUR,53262784.865934245
1973,IND,4638663.680036392
1973,JPN,2268344.5803448413
1973,LAM,5579080.756239163
1973,MEA,171929.76298383254
1973,NEU,1223063.036355882
1973,OAS,1277623.300838008
1973,REF,83397724.69587193
1973,SSA,1324002.984007051
1973,USA,28392249.2841919
1974,CAZ,5603141.463414635
1974,CHA,8864747.615750534
1974,EUR,55356650.81409809
1974,IND,5001000.0
1974,JPN,1553000.0
1974,LAM,6603341.2315841615
1974,MEA,183523.40476086043
1974,NEU,1575743.1753752981
1974,OAS,1381952.1607936511
1974,REF,89227784.02656874
1974,SSA,1937919.6288970038
1974,USA,32204000.0
1975,CAZ,5280634.146341464
1975,CHA,8704940.793769898
1975,EUR,62868744.52907421
1975,IND,5689000.0
1975,JPN,1103000.0
1975,LAM,6929819.38905778
1975,MEA,170367.46223252625
1975,NEU,1700612.3687262419
1975,OAS,1264730.560327612
1975,REF,89947352.79956058
1975,SSA,1647901.9920573542
1975,USA,20104000.0
1976,CAZ,5222995.12195122
1976,CHA,6968882.614468413
1976,EUR,46033126.99775656
1976,IND,6116000.0
1976,JPN,487000.0
1976,LAM,6598022.647891233
1976,MEA,167361.29918526576
1976,NEU,1410557.7975001612
1976,OAS,1271594.0007675746
1976,REF,90179224.61213647
1976,SSA,1217499.5872115702
1976,USA,21344000.0
1977,CAZ,4642634.146341464
1977,CHA,7689235.728091427
1977,EUR,43624062.05220259
1977,IND,6398000.0
1977,JPN,378000.0
1977,LAM,5651278.495678026
1977,MEA,240608.75203583093
1977,NEU,1075994.8311964436
1977,OAS,1732388.4530972294
