,Plant ID,Plant name (English),Country/Area,Capacity operating status,Start date,Nominal crude steel capacity (ttpa),Nominal BOF steel capacity (ttpa),Nominal EAF steel capacity (ttpa),Nominal OHF steel capacity (ttpa),Other/unspecified steel capacity (ttpa),Nominal iron capacity (ttpa),Nominal BF capacity (ttpa),Nominal DRI capacity (ttpa),Other/unspecified iron capacity (ttpa),Announced date,Construction date,Pre-retirement Announcement Date,Retired Date,BOF,EAF,OHF,Other steel,BF,DRI,Other iron,Steel row identifier,BF Unit Name,Unit Status,# of BF Units,Total BF Capacity (ttpa),BF Capacity (ttpa),BF Start Date,BF Retirement Date,BF Retirement Date (1 relining),BF Retirement Date (2 relinings),Custom calculated retirement,BF production fraction,Adjusted BF capacity,Adjusted EAF capacity,Adjusted BOF capacity,Adjusted OHF capacity,Adjusted other steel capacity,Adjusted crude steel capacity,Effective Retirement Date,Effective Start Date,Effective Retirement Date (1 relining),Effective Retirement Date (2 relinings)
327,P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,China,operating,2002.0,6720.0,5720.0,1000.0,,,5991.0,5991.0,,,,,,,True,True,False,False,True,False,False,0,BF 10,operating,9.0,8752.0,1195.0,2013.0,2033.0,2048.0,2058.0,True,0.13654021937842778,1195.0,136.5402193784278,988.5511882998171,0.0,0.0,1125.0914076782449,2033.0,2002.0,2048.0,2058.0
328,P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,China,operating,2002.0,6720.0,5720.0,1000.0,,,5991.0,5991.0,,,,,,,True,True,False,False,True,False,False,0,BF 2,operating,9.0,8752.0,1203.0,2024.0,2044.0,2059.0,2069.0,True,0.1374542961608775,1203.0,137.4542961608775,995.1691042047531,0.0,0.0,1132.6234003656307,2044.0,2002.0,2059.0,2069.0
329,P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,China,operating,2002.0,6720.0,5720.0,1000.0,,,5991.0,5991.0,,,,,,,True,True,False,False,True,False,False,0,BF 8,operating,9.0,8752.0,1195.0,2011.0,2031.0,2046.0,2056.0,True,0.13654021937842778,1195.0,136.5402193784278,988.5511882998171,0.0,0.0,1125.0914076782449,2031.0,2002.0,2046.0,2056.0
330,P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,China,operating,2002.0,6720.0,5720.0,1000.0,,,5991.0,5991.0,,,,,,,True,True,False,False,True,False,False,0,BF 9,operating,9.0,8752.0,1195.0,2011.0,2031.0,2046.0,2056.0,True,0.13654021937842778,1195.0,136.5402193784278,988.5511882998171,0.0,0.0,1125.0914076782449,2031.0,2002.0,2046.0,2056.0
331,P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,China,operating pre-retirement,2002.0,1520.0,1520.0,,,,2761.0,2761.0,,,,,,,True,False,False,False,True,False,False,1,unknown BF (4),operating pre-retirement,9.0,8752.0,590.0,,,,,True,0.06741316270566727,590.0,67.41316270566728,488.07129798903105,0.0,0.0,555.4844606946983,,2002.0,,
332,P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,China,operating pre-retirement,2002.0,1520.0,1520.0,,,,2761.0,2761.0,,,,,,,True,False,False,False,True,False,False,1,unknown BF (5),operating pre-retirement,9.0,8752.0,700.0,,,,,True,0.07998171846435101,700.0,79.981718464351,579.0676416819014,0.0,0.0,659.0493601462524,,2002.0,,
333,P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,China,operating pre-retirement,2002.0,1520.0,1520.0,,,,2761.0,2761.0,,,,,,,True,False,False,False,True,False,False,1,unknown BF (6),operating pre-retirement,9.0,8752.0,700.0,,,,,True,0.07998171846435101,700.0,79.981718464351,579.0676416819014,0.0,0.0,659.0493601462524,,2002.0,,
334,P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,China,operating pre-retirement,2002.0,1520.0,1520.0,,,,2761.0,2761.0,,,,,,,True,False,False,False,True,False,False,1,unknown BF (7),operating pre-retirement,9.0,8752.0,771.0,,,,,True,0.08809414990859232,771.0,88.09414990859233,637.8016453382085,0.0,0.0,725.8957952468008,,2002.0,,
335,P100000120193,Zenith Steel Group Co Ltd,China,operating,2001.0,3700.0,3700.0,,,,2740.0,2740.0,,,,,,,True,False,False,False,True,False,False,0,BF 10,operating,2.0,2740.0,1370.0,2012.0,2032.0,2047.0,2057.0,True,0.5,1370.0,0.0,1850.0,0.0,0.0,1850.0,2032.0,2001.0,2047.0,2057.0
336,P100000120193,Zenith Steel Group Co Ltd,China,operating,2001.0,3700.0,3700.0,,,,2740.0,2740.0,,,,,,,True,False,False,False,True,False,False,0,BF 9,operating,2.0,2740.0,1370.0,2012.0,2032.0,2047.0,2057.0,True,0.5,1370.0,0.0,1850.0,0.0,0.0,1850.0,2032.0,2001.0,2047.0,2057.0
337,P100000120194,Changshu Longteng Special Steel Co Ltd,China,operating,1994.0,2213.0,1350.0,863.0,,,1040.0,1040.0,,,,,,,True,True,False,False,True,False,False,0,unknown BF (1),operating,1.0,1040.0,1040.0,,2038.0,,,True,1.0,1040.0,863.0,1350.0,0.0,0.0,2213.0,2038.0,1994.0,,
338,P100000120196,Jiangsu Binxin Steel Group Co Ltd,China,operating,2008.0,2250.0,2250.0,,,,2150.0,2150.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (1),operating,2.0,2150.0,1000.0,,,,,True,0.46511627906976744,1000.0,0.0,1046.5116279069766,0.0,0.0,1046.5116279069766,,2008.0,,
339,P100000120196,Jiangsu Binxin Steel Group Co Ltd,China,operating,2008.0,2250.0,2250.0,,,,2150.0,2150.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (2),operating,2.0,2150.0,1150.0,2021.0,2041.0,2056.0,2066.0,True,0.5348837209302325,1150.0,0.0,1203.4883720930231,0.0,0.0,1203.4883720930231,2041.0,2008.0,2056.0,2066.0
340,P100000120197,Lianyungang Xingxin Iron and Steel Co Ltd,China,operating,2003.0,3000.0,3000.0,,,,3000.0,3000.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (1),operating,3.0,3000.0,1000.0,,,,,True,0.3333333333333333,1000.0,0.0,1000.0,0.0,0.0,1000.0,,2003.0,,
341,P100000120197,Lianyungang Xingxin Iron and Steel Co Ltd,China,operating,2003.0,3000.0,3000.0,,,,3000.0,3000.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (2),operating,3.0,3000.0,1000.0,,,,,True,0.3333333333333333,1000.0,0.0,1000.0,0.0,0.0,1000.0,,2003.0,,
342,P100000120197,Lianyungang Xingxin Iron and Steel Co Ltd,China,operating,2003.0,3000.0,3000.0,,,,3000.0,3000.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (3),operating,3.0,3000.0,1000.0,,,,,True,0.3333333333333333,1000.0,0.0,1000.0,0.0,0.0,1000.0,,2003.0,,
343,P100000120198,Jiangsu Xugang Iron and Steel Group Co Ltd,China,operating,2003.0,3050.0,3050.0,,,,2982.0,2982.0,,,,,,,True,False,False,False,True,False,False,0,BF 3,operating,2.0,2982.0,1180.0,2011.0,2031.0,2046.0,2056.0,True,0.39570757880617036,1180.0,0.0,1206.9081153588195,0.0,0.0,1206.9081153588195,2031.0,2003.0,2046.0,2056.0
344,P100000120198,Jiangsu Xugang Iron and Steel Group Co Ltd,China,operating,2003.0,3050.0,3050.0,,,,2982.0,2982.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (1),operating,2.0,2982.0,1802.0,2021.0,2041.0,2056.0,2066.0,True,0.6042924211938296,1802.0,0.0,1843.0918846411805,0.0,0.0,1843.0918846411805,2041.0,2003.0,2056.0,2066.0
345,P100000120199,Jiangsu Changqiang Iron and Steel Co Ltd,China,operating,2003.0,2000.0,2000.0,,,,1700.0,1700.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (1),operating,2.0,1700.0,850.0,,,,,True,0.5,850.0,0.0,1000.0,0.0,0.0,1000.0,,2003.0,,
346,P100000120199,Jiangsu Changqiang Iron and Steel Co Ltd,China,operating,2003.0,2000.0,2000.0,,,,1700.0,1700.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (2),operating,2.0,1700.0,850.0,,,,,True,0.5,850.0,0.0,1000.0,0.0,0.0,1000.0,,2003.0,,
347,P100000120201,Changzhou Eastern Special Steel Co Ltd,China,operating pre-retirement,2010.0,2760.0,2400.0,360.0,,,1560.0,1560.0,,,,,,,True,True,False,False,True,False,False,1,BF 1,operating pre-retirement,3.0,1560.0,520.0,,,,,True,0.3333333333333333,520.0,120.0,800.0,0.0,0.0,920.0,,2010.0,,
348,P100000120201,Changzhou Eastern Special Steel Co Ltd,China,operating pre-retirement,2010.0,2760.0,2400.0,360.0,,,1560.0,1560.0,,,,,,,True,True,False,False,True,False,False,1,BF 2,operating pre-retirement,3.0,1560.0,520.0,,,,,True,0.3333333333333333,520.0,120.0,800.0,0.0,0.0,920.0,,2010.0,,
349,P100000120201,Changzhou Eastern Special Steel Co Ltd,China,operating pre-retirement,2010.0,2760.0,2400.0,360.0,,,1560.0,1560.0,,,,,,,True,True,False,False,True,False,False,1,BF 3,operating pre-retirement,3.0,1560.0,520.0,,,,,True,0.3333333333333333,520.0,120.0,800.0,0.0,0.0,920.0,,2010.0,,
350,P100000120202,Danyang Longjiang Steel Co Ltd,China,operating,2003.0,1500.0,1500.0,,,,1500.0,1500.0,,,,,,,True,False,False,False,True,False,False,0,BF 1,operating,2.0,1500.0,639.0,,,,,True,0.426,639.0,0.0,639.0,0.0,0.0,639.0,,2003.0,,
351,P100000120202,Danyang Longjiang Steel Co Ltd,China,operating,2003.0,1500.0,1500.0,,,,1500.0,1500.0,,,,,,,True,False,False,False,True,False,False,0,BF 2,operating,2.0,1500.0,861.0,,,,,True,0.574,860.9999999999999,0.0,860.9999999999999,0.0,0.0,860.9999999999999,,2003.0,,
352,P100000120203,Yangzhou Qinyou Special Metal Materials Co Ltd,China,operating,2001.0,2400.0,2400.0,,,,2400.0,2400.0,,,,,,,True,False,False,False,True,False,False,0,BF 1,operating,2.0,2400.0,1200.0,2013.0,2033.0,2048.0,2058.0,True,0.5,1200.0,0.0,1200.0,0.0,0.0,1200.0,2033.0,2001.0,2048.0,2058.0
353,P100000120203,Yangzhou Qinyou Special Metal Materials Co Ltd,China,operating,2001.0,2400.0,2400.0,,,,2400.0,2400.0,,,,,,,True,False,False,False,True,False,False,0,BF 2,operating,2.0,2400.0,1200.0,2012.0,2032.0,2047.0,2057.0,True,0.5,1200.0,0.0,1200.0,0.0,0.0,1200.0,2032.0,2001.0,2047.0,2057.0
354,P100000120204,Wuxi Xinsanzhou Steel Co Ltd,China,operating,1986.0,,,,,,1300.0,1300.0,,,,,,,False,False,False,False,True,False,False,0,BF 1,operating,2.0,1300.0,550.0,,,,,True,0.4230769230769231,550.0,0.0,0.0,0.0,0.0,0.0,,1986.0,,
355,P100000120204,Wuxi Xinsanzhou Steel Co Ltd,China,operating,1986.0,,,,,,1300.0,1300.0,,,,,,,False,False,False,False,True,False,False,0,BF 2,operating,2.0,1300.0,750.0,2013.0,2033.0,2048.0,2058.0,True,0.5769230769230769,749.9999999999999,0.0,0.0,0.0,0.0,0.0,2033.0,1986.0,2048.0,2058.0
356,P100000120204,Wuxi Xinsanzhou Steel Co Ltd,China,operating pre-retirement,1986.0,1100.0,1100.0,,,,,,,,,,,,True,False,False,False,False,False,False,1,,,2.0,1300.0,,,,,,True,,,,1100.0,,,,,1986.0,,
357,P100000120205,Jiangyin Huaxi Iron and Steel Co Ltd,China,operating,2002.0,1500.0,1500.0,,,,1400.0,1400.0,,,,,,,True,False,False,False,True,False,False,0,BF 1,operating,2.0,1400.0,700.0,,,,,True,0.5,700.0,0.0,750.0,0.0,0.0,750.0,,2002.0,,
358,P100000120205,Jiangyin Huaxi Iron and Steel Co Ltd,China,operating,2002.0,1500.0,1500.0,,,,1400.0,1400.0,,,,,,,True,False,False,False,True,False,False,0,BF 2,operating,2.0,1400.0,700.0,2014.0,2034.0,2049.0,2059.0,True,0.5,700.0,0.0,750.0,0.0,0.0,750.0,2034.0,2002.0,2049.0,2059.0
359,P100000120209,Zhongxin Iron and Steel Group Co Ltd,China,operating,2003.0,5400.0,5400.0,,,,5846.0,5846.0,,,,,,,True,False,False,False,True,False,False,0,BF 1,operating,4.0,5846.0,1180.0,,,,,True,0.20184741703729045,1180.0,0.0,1089.9760520013683,0.0,0.0,1089.9760520013683,,2003.0,,
360,P100000120209,Zhongxin Iron and Steel Group Co Ltd,China,operating,2003.0,5400.0,5400.0,,,,5846.0,5846.0,,,,,,,True,False,False,False,True,False,False,0,BF 2,operating,4.0,5846.0,1180.0,,,,,True,0.20184741703729045,1180.0,0.0,1089.9760520013683,0.0,0.0,1089.9760520013683,,2003.0,,
361,P100000120209,Zhongxin Iron and Steel Group Co Ltd,China,operating,2003.0,5400.0,5400.0,,,,5846.0,5846.0,,,,,,,True,False,False,False,True,False,False,0,BF 3,operating,4.0,5846.0,1743.0,2022.0,2042.0,2057.0,2067.0,True,0.2981525829627095,1742.9999999999998,0.0,1610.0239479986315,0.0,0.0,1610.0239479986315,2042.0,2003.0,2057.0,2067.0
362,P100000120209,Zhongxin Iron and Steel Group Co Ltd,China,operating,2003.0,5400.0,5400.0,,,,5846.0,5846.0,,,,,,,True,False,False,False,True,False,False,0,BF 4,operating,4.0,5846.0,1743.0,2022.0,2042.0,2057.0,2067.0,True,0.2981525829627095,1742.9999999999998,0.0,1610.0239479986315,0.0,0.0,1610.0239479986315,2042.0,2003.0,2057.0,2067.0
363,P100000120210,Shanghai Meishan Iron and Steel Co Ltd,China,operating,1969.0,7600.0,7600.0,,,,7300.0,7300.0,,,,,,,True,False,False,False,True,False,False,0,BF 2,operating,3.0,7300.0,1180.0,2004.0,2039.0,,2049.0,True,0.16164383561643836,1180.0,0.0,1228.4931506849316,0.0,0.0,1228.4931506849316,2039.0,1969.0,,2049.0
364,P100000120210,Shanghai Meishan Iron and Steel Co Ltd,China,operating,1969.0,7600.0,7600.0,,,,7300.0,7300.0,,,,,,,True,False,False,False,True,False,False,0,BF 4,operating,3.0,7300.0,2670.0,,,,,True,0.36575342465753424,2670.0,0.0,2779.72602739726,0.0,0.0,2779.72602739726,,1969.0,,
365,P100000120210,Shanghai Meishan Iron and Steel Co Ltd,China,operating,1969.0,7600.0,7600.0,,,,7300.0,7300.0,,,,,,,True,False,False,False,True,False,False,0,BF 5,operating,3.0,7300.0,3450.0,2012.0,2038.0,,2048.0,True,0.4726027397260274,3450.0,0.0,3591.780821917808,0.0,0.0,3591.780821917808,2038.0,1969.0,,2048.0
366,P100000120211,Fangda Special Steel Technology Co Ltd,China,operating,1958.0,2800.0,2800.0,,,,3150.0,3150.0,,,,,,,True,False,False,False,True,False,False,0,BF 1,operating,3.0,3150.0,1280.0,2006.0,2039.0,,2049.0,True,0.40634920634920635,1280.0,0.0,1137.7777777777778,0.0,0.0,1137.7777777777778,2039.0,1958.0,,2049.0
367,P100000120211,Fangda Special Steel Technology Co Ltd,China,operating,1958.0,2800.0,2800.0,,,,3150.0,3150.0,,,,,,,True,False,False,False,True,False,False,0,BF 2,operating,3.0,3150.0,1250.0,2011.0,2034.0,,2044.0,True,0.3968253968253968,1250.0,0.0,1111.111111111111,0.0,0.0,1111.111111111111,2034.0,1958.0,,2044.0
368,P100000120211,Fangda Special Steel Technology Co Ltd,China,operating,1958.0,2800.0,2800.0,,,,3150.0,3150.0,,,,,,,True,False,False,False,True,False,False,0,BF 3,operating,3.0,3150.0,620.0,2004.0,2024.0,2039.0,2049.0,True,0.19682539682539682,620.0,0.0,551.1111111111111,0.0,0.0,551.1111111111111,2024.0,1958.0,2039.0,2049.0
369,P100000120212,Pingxiang Pinggang Anyuan Iron and Steel Co Ltd,China,operating,1954.0,2650.0,2650.0,,,,2671.0,2671.0,,,,,,,True,False,False,False,True,False,False,0,BF 2,operating,4.0,2671.0,537.0,2004.0,2029.0,,2039.0,True,0.201048296518158,537.0,0.0,532.7779857731188,0.0,0.0,532.7779857731188,2029.0,1954.0,,2039.0
370,P100000120212,Pingxiang Pinggang Anyuan Iron and Steel Co Ltd,China,operating,1954.0,2650.0,2650.0,,,,2671.0,2671.0,,,,,,,True,False,False,False,True,False,False,0,BF 4,operating,4.0,2671.0,537.0,,2038.0,,,True,0.201048296518158,537.0,0.0,532.7779857731188,0.0,0.0,532.7779857731188,2038.0,1954.0,,
371,P100000120212,Pingxiang Pinggang Anyuan Iron and Steel Co Ltd,China,operating,1954.0,2650.0,2650.0,,,,2671.0,2671.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (1),operating,4.0,2671.0,537.0,,,,,True,0.201048296518158,537.0,0.0,532.7779857731188,0.0,0.0,532.7779857731188,,1954.0,,
372,P100000120212,Pingxiang Pinggang Anyuan Iron and Steel Co Ltd,China,operating,1954.0,2650.0,2650.0,,,,2671.0,2671.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (2),operating,4.0,2671.0,1060.0,2010.0,2030.0,2045.0,2055.0,True,0.396855110445526,1060.0,0.0,1051.6660426806438,0.0,0.0,1051.6660426806438,2030.0,1954.0,2045.0,2055.0
373,P100000120213,Jiujiang Pinggang Iron and Steel Co Ltd,China,operating,2012.0,4700.0,4700.0,,,,4630.0,4630.0,,,,,,,True,False,False,False,True,False,False,0,BF 1,operating,4.0,4630.0,550.0,2007.0,2027.0,2042.0,2052.0,True,0.11879049676025918,550.0,0.0,558.3153347732182,0.0,0.0,558.3153347732182,2027.0,2012.0,2042.0,2052.0
374,P100000120213,Jiujiang Pinggang Iron and Steel Co Ltd,China,operating,2012.0,4700.0,4700.0,,,,4630.0,4630.0,,,,,,,True,False,False,False,True,False,False,0,BF 2,operating,4.0,4630.0,1040.0,,,,,True,0.22462203023758098,1040.0,0.0,1055.7235421166306,0.0,0.0,1055.7235421166306,,2012.0,,
375,P100000120213,Jiujiang Pinggang Iron and Steel Co Ltd,China,operating,2012.0,4700.0,4700.0,,,,4630.0,4630.0,,,,,,,True,False,False,False,True,False,False,0,BF 3,operating,4.0,4630.0,1520.0,2008.0,2028.0,2043.0,2053.0,True,0.3282937365010799,1520.0,0.0,1542.9805615550756,0.0,0.0,1542.9805615550756,2028.0,2012.0,2043.0,2053.0
376,P100000120213,Jiujiang Pinggang Iron and Steel Co Ltd,China,operating,2012.0,4700.0,4700.0,,,,4630.0,4630.0,,,,,,,True,False,False,False,True,False,False,0,BF 4,operating,4.0,4630.0,1520.0,2009.0,2029.0,2044.0,2054.0,True,0.3282937365010799,1520.0,0.0,1542.9805615550756,0.0,0.0,1542.9805615550756,2029.0,2012.0,2044.0,2054.0
377,P100000120214,Xinyu Iron and Steel Group Co Ltd,China,operating,1958.0,10001.0,10001.0,,,,4200.0,4200.0,,,,,,,True,False,False,False,True,False,False,0,BF 10,operating,6.0,9000.0,2100.0,2009.0,2029.0,2044.0,2054.0,True,0.23333333333333334,2100.0,233.33333333333334,2333.5666666666666,0.0,0.0,2566.9,2029.0,1958.0,2044.0,2054.0
378,P100000120214,Xinyu Iron and Steel Group Co Ltd,China,operating,1958.0,10001.0,10001.0,,,,4200.0,4200.0,,,,,,,True,False,False,False,True,False,False,0,BF 9,operating,6.0,9000.0,2100.0,2009.0,2037.0,,2047.0,True,0.23333333333333334,2100.0,233.33333333333334,2333.5666666666666,0.0,0.0,2566.9,2037.0,1958.0,,2047.0
379,P100000120214,Xinyu Iron and Steel Group Co Ltd,China,operating pre-retirement,1958.0,1000.0,,1000.0,,,4800.0,4800.0,,,,,,,False,True,False,False,True,False,False,1,BF 6,operating pre-retirement,6.0,9000.0,1144.0,2005.0,2025.0,,,False,0.12711111111111112,1144.0,127.11111111111111,1271.2382222222222,0.0,0.0,1398.3493333333333,2025.0,1958.0,,
380,P100000120214,Xinyu Iron and Steel Group Co Ltd,China,operating pre-retirement,1958.0,1000.0,,1000.0,,,4800.0,4800.0,,,,,,,False,True,False,False,True,False,False,1,BF 7,operating pre-retirement,6.0,9000.0,1153.0,2004.0,2025.0,,,False,0.12811111111111112,1153.0,128.11111111111111,1281.2392222222222,0.0,0.0,1409.3503333333333,2025.0,1958.0,,
381,P100000120214,Xinyu Iron and Steel Group Co Ltd,China,operating pre-retirement,1958.0,1000.0,,1000.0,,,4800.0,4800.0,,,,,,,False,True,False,False,True,False,False,1,BF 8,operating pre-retirement,6.0,9000.0,1197.0,2003.0,2025.0,,,False,0.133,1197.0,133.0,1330.133,0.0,0.0,1463.133,2025.0,1958.0,,
382,P100000120214,Xinyu Iron and Steel Group Co Ltd,China,operating pre-retirement,1958.0,1000.0,,1000.0,,,4800.0,4800.0,,,,,,,False,True,False,False,True,False,False,1,unknown BF (1),operating pre-retirement,6.0,9000.0,1306.0,,2025.0,,,False,0.1451111111111111,1306.0,145.11111111111111,1451.2562222222223,0.0,0.0,1596.3673333333334,2025.0,1958.0,,
383,P100000120215,Jilin Jianlong Steel Co Ltd,China,operating,2001.0,2700.0,2700.0,,,,3080.0,3080.0,,,,,,,True,False,False,False,True,False,False,0,BF 1,operating,2.0,3080.0,1540.0,2010.0,2033.0,,2043.0,True,0.5,1540.0,0.0,1350.0,0.0,0.0,1350.0,2033.0,2001.0,,2043.0
384,P100000120215,Jilin Jianlong Steel Co Ltd,China,operating,2001.0,2700.0,2700.0,,,,3080.0,3080.0,,,,,,,True,False,False,False,True,False,False,0,BF 2,operating,2.0,3080.0,1540.0,2011.0,2031.0,2046.0,2056.0,True,0.5,1540.0,0.0,1350.0,0.0,0.0,1350.0,2031.0,2001.0,2046.0,2056.0
385,P100000120216,Tonghua Iron and Steel Co Ltd,China,operating,2006.0,4590.0,4590.0,,,,4480.0,4480.0,,,,,,,True,False,False,False,True,False,False,0,BF 2,operating,2.0,4480.0,2240.0,2014.0,2034.0,2049.0,2059.0,True,0.5,2240.0,0.0,2295.0,0.0,0.0,2295.0,2034.0,2006.0,2049.0,2059.0
386,P100000120216,Tonghua Iron and Steel Co Ltd,China,operating,2006.0,4590.0,4590.0,,,,4480.0,4480.0,,,,,,,True,False,False,False,True,False,False,0,BF 7,operating,2.0,4480.0,2240.0,2007.0,2027.0,2042.0,2052.0,True,0.5,2240.0,0.0,2295.0,0.0,0.0,2295.0,2027.0,2006.0,2042.0,2052.0
387,P100000120217,Jilin Xinda Iron and Steel Co Ltd,China,operating,2007.0,,,,,,3012.0,3012.0,,,,,,,False,False,False,False,True,False,False,0,BF #3,operating,4.0,3600.0,900.0,2013.0,2033.0,2048.0,2058.0,True,0.25,900.0,0.0,825.0,0.0,0.0,825.0,2033.0,2007.0,2048.0,2058.0
388,P100000120217,Jilin Xinda Iron and Steel Co Ltd,China,operating,2007.0,,,,,,3012.0,3012.0,,,,,,,False,False,False,False,True,False,False,0,unknown BF (1),operating,4.0,3600.0,952.0,,,,,True,0.2644444444444444,951.9999999999999,0.0,872.6666666666666,0.0,0.0,872.6666666666666,,2007.0,,
389,P100000120217,Jilin Xinda Iron and Steel Co Ltd,China,operating,2007.0,,,,,,3012.0,3012.0,,,,,,,False,False,False,False,True,False,False,0,unknown BF (2),operating,4.0,3600.0,1160.0,,2038.0,,,True,0.32222222222222224,1160.0,0.0,1063.3333333333335,0.0,0.0,1063.3333333333335,2038.0,2007.0,,
390,P100000120217,Jilin Xinda Iron and Steel Co Ltd,China,operating pre-retirement,2007.0,3300.0,3300.0,,,,588.0,588.0,,,,,,,True,False,False,False,True,False,False,1,unknown BF (4),operating pre-retirement,4.0,3600.0,588.0,,,,,True,0.16333333333333333,588.0,0.0,539.0,0.0,0.0,539.0,,2007.0,,
391,P100000120218,Jilin Jingang Iron and Steel Co Ltd,China,operating,1979.0,1500.0,1500.0,,,,1300.0,1300.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (1),operating,2.0,1300.0,650.0,,2037.0,,,True,0.5,650.0,0.0,750.0,0.0,0.0,750.0,2037.0,1979.0,,
392,P100000120218,Jilin Jingang Iron and Steel Co Ltd,China,operating,1979.0,1500.0,1500.0,,,,1300.0,1300.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (2),operating,2.0,1300.0,650.0,,,,,True,0.5,650.0,0.0,750.0,0.0,0.0,750.0,,1979.0,,
393,P100000120219,Angang Steel Co Ltd,China,operating,1998.0,20650.0,20650.0,,,,16610.0,16610.0,,,,,,,True,False,False,False,True,False,False,0,BF 1,operating,7.0,16610.0,2670.0,2003.0,2023.0,2038.0,2048.0,True,0.16074653822998194,2670.0,0.0,3319.416014449127,0.0,0.0,3319.416014449127,2023.0,1998.0,2038.0,2048.0
394,P100000120219,Angang Steel Co Ltd,China,operating,1998.0,20650.0,20650.0,,,,16610.0,16610.0,,,,,,,True,False,False,False,True,False,False,0,BF 10,operating,7.0,16610.0,2150.0,2013.0,2039.0,,2049.0,True,0.12944009632751355,2150.0,0.0,2672.9379891631547,0.0,0.0,2672.9379891631547,2039.0,1998.0,,2049.0
395,P100000120219,Angang Steel Co Ltd,China,operating,1998.0,20650.0,20650.0,,,,16610.0,16610.0,,,,,,,True,False,False,False,True,False,False,0,BF 2,operating,7.0,16610.0,2670.0,,2035.0,,,True,0.16074653822998194,2670.0,0.0,3319.416014449127,0.0,0.0,3319.416014449127,2035.0,1998.0,,
396,P100000120219,Angang Steel Co Ltd,China,operating,1998.0,20650.0,20650.0,,,,16610.0,16610.0,,,,,,,True,False,False,False,True,False,False,0,BF 3,operating,7.0,16610.0,2670.0,2005.0,2025.0,2040.0,2050.0,True,0.16074653822998194,2670.0,0.0,3319.416014449127,0.0,0.0,3319.416014449127,2025.0,1998.0,2040.0,2050.0
397,P100000120219,Angang Steel Co Ltd,China,operating,1998.0,20650.0,20650.0,,,,16610.0,16610.0,,,,,,,True,False,False,False,True,False,False,0,BF 4,operating,7.0,16610.0,2150.0,2006.0,2030.0,,2040.0,True,0.12944009632751355,2150.0,0.0,2672.9379891631547,0.0,0.0,2672.9379891631547,2030.0,1998.0,,2040.0
398,P100000120219,Angang Steel Co Ltd,China,operating,1998.0,20650.0,20650.0,,,,16610.0,16610.0,,,,,,,True,False,False,False,True,False,False,0,BF 5,operating,7.0,16610.0,2150.0,2009.0,2033.0,,2043.0,True,0.12944009632751355,2150.0,0.0,2672.9379891631547,0.0,0.0,2672.9379891631547,2033.0,1998.0,,2043.0
399,P100000120219,Angang Steel Co Ltd,China,operating,1998.0,20650.0,20650.0,,,,16610.0,16610.0,,,,,,,True,False,False,False,True,False,False,0,BF 7,operating,7.0,16610.0,2150.0,1977.0,2019.0,,,True,0.12944009632751355,2150.0,0.0,2672.9379891631547,0.0,0.0,2672.9379891631547,2019.0,1998.0,,
400,P100000120220,Angang Steel Co Ltd Bayuquan branch,China,operating,2006.0,7500.0,7500.0,,,,6400.0,6400.0,,,,,,,True,False,False,False,True,False,False,0,BF 1,operating,2.0,6400.0,3200.0,2008.0,2028.0,2043.0,2053.0,True,0.5,3200.0,0.0,3750.0,0.0,0.0,3750.0,2028.0,2006.0,2043.0,2053.0
401,P100000120220,Angang Steel Co Ltd Bayuquan branch,China,operating,2006.0,7500.0,7500.0,,,,6400.0,6400.0,,,,,,,True,False,False,False,True,False,False,0,BF 2,operating,2.0,6400.0,3200.0,2009.0,2029.0,2044.0,2054.0,True,0.5,3200.0,0.0,3750.0,0.0,0.0,3750.0,2029.0,2006.0,2044.0,2054.0
402,P100000120221,Ansteel Group Chaoyang Steel and Iron Co Ltd,China,operating,2007.0,2100.0,2100.0,,,,2600.0,2600.0,,,,,,,True,False,False,False,True,False,False,0,unknown BF (1),operating,1.0,2600.0,2600.0,,2027.0,,,True,1.0,2600.0,0.0,2100.0,0.0,0.0,2100.0,2027.0,2007.0,,
