index,Remaining BOF capacity,Remaining BOF capacity (2 relinings),Total BOF capacity additions,Total retired BOF capacity,Total BOF capacity additions (no retirement date),Total retired BOF capacity (no retirement date),Total retired BOF capacity (custom calculated retirement date),"Additional net BOF capacity (operating, 1 relining)","Additional net BOF capacity (operating, 2 relining)",5year BOF capacity additions,"5year BOF capacity additions (new, under construction)",Total BOF capacity additions (new projects),"Total net BOF capacity additions (new projects, announced only)",Total retired BOF capacity (new projects),"Total retired BOF capacity (new projects, 1 relining)","Total retired BOF capacity (new projects, 2 relining)","Total net BOF capacity additions (new projects, 2 relining)","Total net BOF capacity additions (new projects, 2 relining, announced only)","Total net BOF capacity additions (new projects, 1 relining)","Total net BOF capacity additions (new projects, 1 relining, announced only)",Yearly BOF Capacity additions,Region
2066,-4.6293280320242047e-10,413369.179689753,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,126170.52835202147,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,268609.2607317776,37465.34866226802,287198.651337732,220473.84181392248,56054.739268222416,56054.739268222445,0.0,global
2067,-4.6293280320242047e-10,340146.1177485675,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,67656.79974416934,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,300109.2607317776,52174.68199560136,272489.31800439866,214647.17514725582,24554.739268222416,24554.739268222445,0.0,global
2068,-4.6293280320242047e-10,289053.40708925924,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,33288.93499346892,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,314266.5641025641,68899.52790420922,255764.47209579078,204537.17514725582,10397.435897435877,10397.435897435935,0.0,global
2069,-4.6293280320242047e-10,243559.31800439805,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,-1.1641532182693481e-10,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,314266.5641025641,81104.68199560135,243559.31800439866,198387.17514725582,10397.435897435877,10397.435897435935,0.0,global
2070,-4.6293280320242047e-10,200928.35567174543,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,-1.1641532182693481e-10,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,322164.0,123735.64432825395,200928.35567174605,176141.2128146032,2500.0,2500.000000000029,0.0,global
2071,-4.6293280320242047e-10,159767.94965670785,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,-1.1641532182693481e-10,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,324664.0,164896.05034329154,159767.94965670846,158267.94965670846,0.0,2.9103830456733704e-11,0.0,global
2072,-4.6293280320242047e-10,137967.94965670785,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,-1.1641532182693481e-10,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,324664.0,186696.05034329154,137967.94965670846,137967.94965670846,0.0,2.9103830456733704e-11,0.0,global
2073,-4.6293280320242047e-10,120417.94965670785,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,-1.1641532182693481e-10,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,324664.0,204246.05034329154,120417.94965670846,120417.94965670847,0.0,2.9103830456733704e-11,0.0,global
2074,-4.6293280320242047e-10,98995.25302749436,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,-1.1641532182693481e-10,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,324664.0,225668.74697250503,98995.25302749497,98995.253027495,0.0,2.9103830456733704e-11,0.0,global
2075,-4.6293280320242047e-10,56054.739268221805,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,-1.1641532182693481e-10,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,324664.0,268609.2607317776,56054.739268222416,56054.739268222445,0.0,2.9103830456733704e-11,0.0,global
2076,-4.6293280320242047e-10,56054.739268221805,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,-1.1641532182693481e-10,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,324664.0,268609.2607317776,56054.739268222416,56054.739268222445,0.0,2.9103830456733704e-11,0.0,global
2077,-4.6293280320242047e-10,24554.73926822181,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,-1.1641532182693481e-10,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,324664.0,300109.2607317776,24554.739268222416,24554.739268222445,0.0,2.9103830456733704e-11,0.0,global
2078,-4.6293280320242047e-10,10397.435897435269,1657933.8754123065,1657933.8754123065,427910.12458769395,427910.1245876938,1092985.7790118693,0.0,-1.1641532182693481e-10,0.0,0.0,324664.0,2.9103830456733704e-11,324664.0,324664.0,314266.5641025641,10397.435897435877,10397.435897435935,0.0,2.9103830456733704e-11,0.0,global
